,CDPRO,DESCR,UNIDA,PRCOM,FATOR,DILUICAO,EQUIV,DENSIDADE,PRVEN,ARGUMENTO,PARAMETRO
1705,33103.0,IR3535,G  ,0.359,21.8191,1.0,1.0,1.0,7.83306,,
1706,1888.0,REPELENTE 3535,G  ,0.359,21.8191,1.0,1.0,1.0,7.83306,,
1707,33103.0,IR3535,G  ,0.359,21.8191,1.0,1.0,1.0,7.83306,,
1708,1888.0,REPELENTE 3535,G  ,0.359,21.8191,1.0,1.0,1.0,7.83306,,
1709,11563.0,ZINCO TASTE FREE 10%,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1710,25649.0,ZINCO (QUELADO TASTE FREE),G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1711,30835.0,ZINCO QUELADO P/SHAKE/SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1712,30885.0,ZINCO GLICINATO QUEL TF 10%,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1713,31096.0,ZINCO P/SHAKE E SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1714,32413.0,ZINCO QUELADO P/SOL ORAL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1715,33976.0,ZINCO ALBION P/SHAKE/SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1716,33977.0,ZINCO ALBION® P/SOL ORAL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1717,34255.0,ZINCO ALBION® P/XAROPE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1718,38923.0,ZINCO (ALBION®) P/XAROPE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1719,39162.0,ZINCO GLICINA P/SHAKE/SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1720,39258.0,ZINCO P/CAPS SL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1721,39259.0,ZINCO ALBION® P/CAPS SL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1722,39260.0,ZINCO QUELADO P/GOMA,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1723,39261.0,ZINCO ALBION® P/GOMA,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1724,39262.0,ZINCO GLICINA P/GOMA,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1725,39264.0,ZINCO QUELADO P/CHOCOLATE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1726,39265.0,ZINCO ALBION® P/CHOCOLATE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1727,39266.0,ZINCO GLICINA P/CHOCOLATE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1728,39267.0,ZINCO QUELADO P/CALDA CACAU,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1729,39268.0,ZINCO GLICINA P/CALDA CACAU,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1730,39269.0,ZINCO ALBION® P/CALDA CACAU,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1731,39270.0,ZINCO P/FLACONETE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1732,40686.0,ZINCO BISGLICINATO TASTE FREE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1733,1930.0,ZINCO QUELADO TASTE FREE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1734,11563.0,ZINCO TASTE FREE 10%,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1735,25649.0,ZINCO (QUELADO TASTE FREE),G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1736,30835.0,ZINCO QUELADO P/SHAKE/SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1737,30885.0,ZINCO GLICINATO QUEL TF 10%,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1738,31096.0,ZINCO P/SHAKE E SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1739,32413.0,ZINCO QUELADO P/SOL ORAL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1740,33976.0,ZINCO ALBION P/SHAKE/SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1741,33977.0,ZINCO ALBION® P/SOL ORAL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1742,34255.0,ZINCO ALBION® P/XAROPE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1743,38923.0,ZINCO (ALBION®) P/XAROPE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1744,39162.0,ZINCO GLICINA P/SHAKE/SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1745,39258.0,ZINCO P/CAPS SL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1746,39259.0,ZINCO ALBION® P/CAPS SL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1747,39260.0,ZINCO QUELADO P/GOMA,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1748,39261.0,ZINCO ALBION® P/GOMA,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1749,39262.0,ZINCO GLICINA P/GOMA,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1750,39264.0,ZINCO QUELADO P/CHOCOLATE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1751,39265.0,ZINCO ALBION® P/CHOCOLATE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1752,39266.0,ZINCO GLICINA P/CHOCOLATE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1753,39267.0,ZINCO QUELADO P/CALDA CACAU,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1754,39268.0,ZINCO GLICINA P/CALDA CACAU,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1755,39269.0,ZINCO ALBION® P/CALDA CACAU,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1756,39270.0,ZINCO P/FLACONETE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1757,40686.0,ZINCO BISGLICINATO TASTE FREE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1758,11563.0,ZINCO TASTE FREE 10%,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1759,25649.0,ZINCO (QUELADO TASTE FREE),G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1760,30835.0,ZINCO QUELADO P/SHAKE/SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1761,30885.0,ZINCO GLICINATO QUEL TF 10%,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1762,31096.0,ZINCO P/SHAKE E SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1763,32413.0,ZINCO QUELADO P/SOL ORAL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1764,33976.0,ZINCO ALBION P/SHAKE/SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1765,33977.0,ZINCO ALBION® P/SOL ORAL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1766,34255.0,ZINCO ALBION® P/XAROPE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1767,38923.0,ZINCO (ALBION®) P/XAROPE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1768,39162.0,ZINCO GLICINA P/SHAKE/SACHE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1769,39258.0,ZINCO P/CAPS SL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1770,39259.0,ZINCO ALBION® P/CAPS SL,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1771,39260.0,ZINCO QUELADO P/GOMA,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1772,39261.0,ZINCO ALBION® P/GOMA,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1773,39262.0,ZINCO GLICINA P/GOMA,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1774,39264.0,ZINCO QUELADO P/CHOCOLATE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1775,39265.0,ZINCO ALBION® P/CHOCOLATE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1776,39266.0,ZINCO GLICINA P/CHOCOLATE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1777,39267.0,ZINCO QUELADO P/CALDA CACAU,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1778,39268.0,ZINCO GLICINA P/CALDA CACAU,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1779,39269.0,ZINCO ALBION® P/CALDA CACAU,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1780,39270.0,ZINCO P/FLACONETE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1781,40686.0,ZINCO BISGLICINATO TASTE FREE,G  ,1.05,6.315,9.48,1.0,0.4345,6.63075,,
1782,2128.0,DIESTERATO DE PEG 6000,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1783,2141.0,ESPESSANTE,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1784,26155.0,ALKEST,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1785,26806.0,DIESTEARATO DE PEG 6000,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1786,1989.0,MYRJ 6000,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1787,2128.0,DIESTERATO DE PEG 6000,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1788,2141.0,ESPESSANTE,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1789,26155.0,ALKEST,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1790,26806.0,DIESTEARATO DE PEG 6000,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1791,1989.0,MYRJ 6000,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1792,2128.0,DIESTERATO DE PEG 6000,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1793,2141.0,ESPESSANTE,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1794,26155.0,ALKEST,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1795,26806.0,DIESTEARATO DE PEG 6000,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1796,1989.0,MYRJ 6000,G  ,0.1495,6.5943,1.0,1.0,0.42,0.98585,,
1797,1346.0,ESTER AC GRAXO/POLIOL,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1798,3574.0,METHILAN HE,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1799,4080.0,POLYMOL HE,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1800,34670.0,CETIOL SENSOFT,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1801,2013.0,CETIOL HE,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1802,1346.0,ESTER AC GRAXO/POLIOL,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1803,3574.0,METHILAN HE,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1804,4080.0,POLYMOL HE,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1805,34670.0,CETIOL SENSOFT,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1806,2013.0,CETIOL HE,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1807,1346.0,ESTER AC GRAXO/POLIOL,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1808,3574.0,METHILAN HE,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1809,4080.0,POLYMOL HE,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1810,34670.0,CETIOL SENSOFT,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1811,2013.0,CETIOL HE,G  ,0.1169,14.2745,1.0,1.0,1.0,1.66869,,
1812,2142.0,FNH - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1813,5274.0,HIDROVITON NMF - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1814,20643.0,NATURAL MOISTURE FATOR - FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1815,26231.0,LACTIL I - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1816,30209.0,NMF HIDROVITON - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1817,30979.0,NMF P/DERMATO - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1818,52395.0,HIDROVITON- FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1819,2014.0,HIDRACTION NMF - FALTA S/PRE,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1820,2142.0,FNH - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1821,5274.0,HIDROVITON NMF - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1822,20643.0,NATURAL MOISTURE FATOR - FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1823,26231.0,LACTIL I - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1824,30209.0,NMF HIDROVITON - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1825,30979.0,NMF P/DERMATO - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1826,52395.0,HIDROVITON- FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1827,2014.0,HIDRACTION NMF - FALTA S/PRE,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1828,2142.0,FNH - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1829,5274.0,HIDROVITON NMF - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1830,20643.0,NATURAL MOISTURE FATOR - FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1831,26231.0,LACTIL I - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1832,30209.0,NMF HIDROVITON - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1833,30979.0,NMF P/DERMATO - EM FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1834,52395.0,HIDROVITON- FALTA,G  ,0.2855,9.1904,1.0,1.0,1.0,2.62386,,
1835,37100.0,APINUM CICUTARIUM HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1836,37101.0,CICUTA MINOR HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1837,37103.0,CYNAPIUM HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1838,37104.0,PETROSELINUM SIMILIS HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1839,2024.0,AETHUSA CYNAPIUM HO,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1840,37100.0,APINUM CICUTARIUM HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1841,37101.0,CICUTA MINOR HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1842,37103.0,CYNAPIUM HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1843,37104.0,PETROSELINUM SIMILIS HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1844,2024.0,AETHUSA CYNAPIUM HO,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1845,37100.0,APINUM CICUTARIUM HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1846,37101.0,CICUTA MINOR HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1847,37103.0,CYNAPIUM HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1848,37104.0,PETROSELINUM SIMILIS HOMEOP,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1849,2024.0,AETHUSA CYNAPIUM HO,G  ,1.51615,0.0,1.0,1.0,1.0,14.08546,,
1850,31820.0,DEXTRIN,G  ,0.015,7.4545,1.0,1.0,0.55,0.11182,,
1851,2027.0,MALTODEXTRINA,G  ,0.015,7.4545,1.0,1.0,0.55,0.11182,,
1852,31820.0,DEXTRIN,G  ,0.015,7.4545,1.0,1.0,0.55,0.11182,,
1853,2027.0,MALTODEXTRINA,G  ,0.015,7.4545,1.0,1.0,0.55,0.11182,,
1854,31820.0,DEXTRIN,G  ,0.015,7.4545,1.0,1.0,0.55,0.11182,,
1855,2027.0,MALTODEXTRINA,G  ,0.015,7.4545,1.0,1.0,0.55,0.11182,,
1856,2058.0,PHYTONADIONE,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1857,2059.0,FITOMENADIONA,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1858,2060.0,FITONADIONE,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1859,31145.0,VIT K1 LIQUIDA,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1860,31146.0,VIT K1 USO EXTERNO,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1861,40818.0,VIT K1 LIPOFILICA P/GTS,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1862,2056.0,VIT K1 OLEO,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1863,2058.0,PHYTONADIONE,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1864,2059.0,FITOMENADIONA,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1865,2060.0,FITONADIONE,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1866,31145.0,VIT K1 LIQUIDA,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1867,31146.0,VIT K1 USO EXTERNO,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1868,40818.0,VIT K1 LIPOFILICA P/GTS,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1869,2056.0,VIT K1 OLEO,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1870,2058.0,PHYTONADIONE,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1871,2059.0,FITOMENADIONA,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1872,2060.0,FITONADIONE,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1873,31145.0,VIT K1 LIQUIDA,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1874,31146.0,VIT K1 USO EXTERNO,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1875,40818.0,VIT K1 LIPOFILICA P/GTS,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1876,2056.0,VIT K1 OLEO,G  ,16.5,9.2985,1.0,1.0,0.971,153.42525,,
1877,,,G  ,0.32694,20.5768,1.0,1.0,0.59,6.72738,,
1878,2161.0,AC KOJICO,G  ,0.32694,20.5768,1.0,1.0,0.59,6.72738,,
1879,,,G  ,0.32694,20.5768,1.0,1.0,0.59,6.72738,,
1880,2161.0,AC KOJICO,G  ,0.32694,20.5768,1.0,1.0,0.59,6.72738,,
1881,,,G  ,0.32694,20.5768,1.0,1.0,0.59,6.72738,,
1882,2161.0,AC KOJICO,G  ,0.32694,20.5768,1.0,1.0,0.59,6.72738,,
1883,2194.0,5 PIRIDOXAL FOSFATO,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1884,5271.0,PIRIDOXAL FOSFATO 5,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1885,35096.0,FOSFATO DE PIRIDOXINA,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1886,2192.0,PIRIDOXAL 5-FOSFATO,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1887,2194.0,5 PIRIDOXAL FOSFATO,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1888,5271.0,PIRIDOXAL FOSFATO 5,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1889,35096.0,FOSFATO DE PIRIDOXINA,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1890,2194.0,5 PIRIDOXAL FOSFATO,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1891,5271.0,PIRIDOXAL FOSFATO 5,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1892,35096.0,FOSFATO DE PIRIDOXINA,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1893,2192.0,PIRIDOXAL 5-FOSFATO,G  ,1.98,10.7348,1.1,1.0,0.51,21.2549,,
1894,,,G  ,0.06969,0.0,1.0,1.0,1.0,0.64744,,
1895,2310.0,ARSENICUM IODATUM HO,G  ,0.06969,0.0,1.0,1.0,1.0,0.64744,,
1896,,,G  ,0.06969,0.0,1.0,1.0,1.0,0.64744,,
1897,2310.0,ARSENICUM IODATUM HO,G  ,0.06969,0.0,1.0,1.0,1.0,0.64744,,
1898,,,G  ,0.06969,0.0,1.0,1.0,1.0,0.64744,,
1899,38347.0,SAMBUCUS NIGRA HOMEOP,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
1900,38348.0,SABUGUEIRO HOMEOP,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
1901,2348.0,SAMBUCUS HO - NAO USAR,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
1902,38347.0,SAMBUCUS NIGRA HOMEOP,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
1903,38348.0,SABUGUEIRO HOMEOP,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
1904,38347.0,SAMBUCUS NIGRA HOMEOP,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
1905,38348.0,SABUGUEIRO HOMEOP,G  ,0.09583,0.0,1.0,1.0,1.0,0.89029,,
1906,39740.0,MAGNESIUM CARBONICUM HO,G  ,1.374,0.0,1.0,1.0,1.0,12.76484,,
1907,2394.0,MAGNESIA CARBONICA HO,G  ,1.374,0.0,1.0,1.0,1.0,12.76484,,
1908,39740.0,MAGNESIUM CARBONICUM HO,G  ,1.374,0.0,1.0,1.0,1.0,12.76484,,
1909,2394.0,MAGNESIA CARBONICA HO,G  ,1.374,0.0,1.0,1.0,1.0,12.76484,,
1910,39740.0,MAGNESIUM CARBONICUM HO,G  ,1.374,0.0,1.0,1.0,1.0,12.76484,,
1911,2394.0,MAGNESIA CARBONICA HO,G  ,1.374,0.0,1.0,1.0,1.0,12.76484,,
1912,,,G  ,1.83388,0.0,1.0,1.0,1.0,17.03726,,
1913,2477.0,CALENDULA OFFICINALIS HO,G  ,1.83388,0.0,1.0,1.0,1.0,17.03726,,
1914,,,G  ,1.83388,0.0,1.0,1.0,1.0,17.03726,,
1915,,,G  ,1.83388,0.0,1.0,1.0,1.0,17.03726,,
1916,,,G  ,0.05832,0.0,1.0,1.0,1.0,0.54181,,
1917,2482.0,EUCALYPTUS GLOBULUS HO,G  ,0.05832,0.0,1.0,1.0,1.0,0.54181,,
1918,,,G  ,0.05832,0.0,1.0,1.0,1.0,0.54181,,
1919,,,G  ,0.05832,0.0,1.0,1.0,1.0,0.54181,,
1920,4331.0,SULFATO CONDROITINA,G  ,0.098,14.0893,1.03,1.0,0.61,1.38075,,
1921,4332.0,CONDROITINA SULFATO,G  ,0.098,14.0893,1.03,1.0,0.61,1.38075,,
1922,2509.0,CONDROITINA SULFATO,G  ,0.098,14.0893,1.03,1.0,0.61,1.38075,,
1923,4331.0,SULFATO CONDROITINA,G  ,0.098,14.0893,1.03,1.0,0.61,1.38075,,
1924,4332.0,CONDROITINA SULFATO,G  ,0.098,14.0893,1.03,1.0,0.61,1.38075,,
1925,2509.0,CONDROITINA SULFATO,G  ,0.098,14.0893,1.03,1.0,0.61,1.38075,,
1926,4331.0,SULFATO CONDROITINA,G  ,0.098,14.0893,1.03,1.0,0.61,1.38075,,
1927,4332.0,CONDROITINA SULFATO,G  ,0.098,14.0893,1.03,1.0,0.61,1.38075,,
1928,2509.0,CONDROITINA SULFATO,G  ,0.098,14.0893,1.03,1.0,0.61,1.38075,,
1929,41354.0,PAPAVER SOMNIFERUIM HO(DR ROGE,G  ,1.4305,9.2871,1.0,1.0,1.0,13.2852,,
1930,2572.0,OPIUM HO - SÓ DR ROGERIO,G  ,1.4305,9.2871,1.0,1.0,1.0,13.2852,,
1931,41354.0,PAPAVER SOMNIFERUIM HO(DR ROGE,G  ,1.4305,9.2871,1.0,1.0,1.0,13.2852,,
1932,2572.0,OPIUM HO - SÓ DR ROGERIO,G  ,1.4305,9.2871,1.0,1.0,1.0,13.2852,,
1933,41354.0,PAPAVER SOMNIFERUIM HO(DR ROGE,G  ,1.4305,9.2871,1.0,1.0,1.0,13.2852,,
1934,2572.0,OPIUM HO - SÓ DR ROGERIO,G  ,1.4305,9.2871,1.0,1.0,1.0,13.2852,,
1935,2599.0,ESTOMAGO HO,G  ,0.2645,0.0,1.0,1.0,1.0,2.45728,,
1936,2600.0,GASTER GALI HO,G  ,0.2645,0.0,1.0,1.0,1.0,2.45728,,
1937,2597.0,ESTOMAGO HO,G  ,0.2645,0.0,1.0,1.0,1.0,2.45728,,
1938,2599.0,ESTOMAGO HO,G  ,0.2645,0.0,1.0,1.0,1.0,2.45728,,
1939,2600.0,GASTER GALI HO,G  ,0.2645,0.0,1.0,1.0,1.0,2.45728,,
1940,2597.0,ESTOMAGO HO,G  ,0.2645,0.0,1.0,1.0,1.0,2.45728,,
1941,2599.0,ESTOMAGO HO,G  ,0.2645,0.0,1.0,1.0,1.0,2.45728,,
1942,2600.0,GASTER GALI HO,G  ,0.2645,0.0,1.0,1.0,1.0,2.45728,,
1943,2597.0,ESTOMAGO HO,G  ,0.2645,0.0,1.0,1.0,1.0,2.45728,,
1944,8583.0,ARTEMISIA VULGARIS HOM,G  ,0.685,0.0,1.0,1.0,1.0,6.36384,,
1945,2611.0,ARTEMISIA HO,G  ,0.685,0.0,1.0,1.0,1.0,6.36384,,
1946,8583.0,ARTEMISIA VULGARIS HOM,G  ,0.685,0.0,1.0,1.0,1.0,6.36384,,
1947,2611.0,ARTEMISIA HO,G  ,0.685,0.0,1.0,1.0,1.0,6.36384,,
1948,8583.0,ARTEMISIA VULGARIS HOM,G  ,0.685,0.0,1.0,1.0,1.0,6.36384,,
1949,2611.0,ARTEMISIA HO,G  ,0.685,0.0,1.0,1.0,1.0,6.36384,,
1950,,,UN ,0.24,5.0411,1.0,1.0,1.0,1.20986,,
1951,2624.0,*TAMPA FUR BCA LACRE R18 30ML,UN ,0.24,5.0411,1.0,1.0,1.0,1.20986,,
1952,,,UN ,0.24,5.0411,1.0,1.0,1.0,1.20986,,
1953,2624.0,*TAMPA FUR BCA LACRE R18 30ML,UN ,0.24,5.0411,1.0,1.0,1.0,1.20986,,
1954,,,UN ,0.24,5.0411,1.0,1.0,1.0,1.20986,,
1955,2624.0,*TAMPA FUR BCA LACRE R18 30ML,UN ,0.24,5.0411,1.0,1.0,1.0,1.20986,,
1956,,,UN ,0.221,6.1304,1.0,1.0,1.0,1.35482,,
1957,2625.0,*CANULA 74/75MM P/30ML,UN ,0.221,6.1304,1.0,1.0,1.0,1.35482,,
