"CDPRO","DESCR","UNIDA","PRCOM","FATOR","DILUICAO","EQUIV","DENSIDADE","PRVEN"
23612,"*VD R24 100ML AMBAR","UN ",1.9064,3.1593,1,1,1,6.02289
23621,"EMB TRANSD SACHÊS 50ML","UN ",23.5325,0,1,1,1,152.76452
23658,"POTE 45 SACHES","UN ",16.0096,2.182,1,1,1,34.93295
23665,"*INAT ROTULO TRANSP 71X48 SOBR","UN ",0.08271,0,1,1,1,0.47715
23666,"*ETIQ BRANCA 89X48MM S/IMPRESS","UN ",0.1173,3.5067,1,1,1,0.41134
23667,"BLISTER 30CAP","UN ",192.2079,0,1,1,1,1247.74449
23671,"VD 30ML SPRAY","UN ",2.2504,0,1,1,1,14.60879
23672,"VD 10ML CONTA-GOTAS","UN ",1.7756,6.7108,1,1,1,11.9157
23673,"VD 15ML CONTA-GOTAS","UN ",1.7531,6.1742,1,1,1,10.82399
23674,"VD 20ML CONTA-GOTAS","UN ",1.683,0,1,1,1,10.92543
23685,"EMB TRANSD SACHÊ 1G","UN ",0.4304,0,1,1,1,2.794
23699,"*INAT POTE LAB VD AMBAR 500ML","UN ",14.78203,0,1,1,1,85.27664
23701,"*INAT POTE LAB VD FUME 2370ML","UN ",8.23429,0,1,1,1,47.50312
23712,"*SACHE GRANDE","UN ",0.48771,1.7303,1,1,1,0.84388
23720,"POTE 20 SACHES","UN ",6.67594,2.8857,1,1,1,19.26476
23726,"FR PET XAROPE 60ML","UN ",1.6203,6.3008,1,1,1,10.20919
23812,"SACOLA PAPELAO 16X23X7","UN ",1.07749,4.1421,1,1,1,4.46307
23813,"EMB TRANSD SERINGA 10ML","UN ",5.1072,4.3286,1,1,1,22.107
23821,"*LATINHA DOURADA 10G","UN ",0.5671,0,1,1,1,3.27157
23846,"POTE 1 SACHE","UN ",2.74562,6.6365,1,1,1,18.22131
23850,"ROTULO INFORMATIVO 38X10","UN ",0.00642,0,1,1,1,0.03704
23855,"EMB TRANSD SACHÊS 15G","UN ",8.6639,0,1,1,1,56.24292
23862,"*FR PET 50ML R38 AMBAR","UN ",0.8229,0,1,1,1,4.74726
23864,"*FR PET 75ML R38 AMBAR","UN ",0.45141,0,1,1,1,2.60416
23865,"*FR PET 100ML R38 AMBAR","UN ",2,2.3956,1,1,1,4.7912
23866,"*FR PET CILIND AMBAR 120ML","UN ",0.50397,0,1,1,1,2.90737
23867,"*FR PET OVAL AMBAR 200ML R24","UN ",0.866,0,1,1,1,4.9959
23868,"*FR PET 250ML R28 AMBAR","UN ",1.5628,4.6206,1,1,1,7.22107
23869,"*FR PET 500ML R28 AMBAR","UN ",1.37919,0,1,1,1,7.95646
23870,"*FR PET AMBAR 1000ML R28","UN ",1.81132,0,1,1,1,10.4494
23871,"*INAT POTE PRETO C/ LACRE 500G","UN ",2.10041,0,1,1,1,12.11714
23872,"*INAT POTE PRETO TP ROSCA 250G","UN ",0.67939,0,1,1,1,3.91936
23873,"*TAMPA PRETA LACRE 250G","UN ",0.44298,0,1,1,1,2.55553
23874,"*TP R38 FECHADA LACRE PRETA","UN ",0.3139,0,1,1,1,1.81087
23875,"*TP BISN 15G BCA C/BICO APLIC","UN ",0.12476,0,1,1,1,0.71973
23876,"*VD R18 50ML AMBAR EUROPEU","UN ",1.0261,5.2568,1,1,1,5.394
23898,"*TAMPA LACRE PET R38 BCA","UN ",0.25381,0,1,1,1,1.46421
24060,"*FR ESPUMANTE CRISTAL 50ML","UN ",4.4512,0,1,1,1,25.67871
24061,"*FR ESPUMANTE CRISTAL 150ML","UN ",5.28651,0,1,1,1,30.49756
24063,"POTE BISC 1G BOLINHA","UN ",1.7049,0,1,1,1,11.0676
24064,"POTE BISC OSSO PEG 4G - 30","UN ",3.3733,0,1,1,1,21.89825
24066,"POTE BISC OSSO PEQ 4 G - 15","UN ",2.2038,0,1,1,1,14.30628
24081,"POTE BISC OSSO MEDIO 11G  - 15","UN ",3.3733,0,1,1,1,21.89825
24082,"POTE BISC OSSO MEDIO 11G -30","UN ",3.8156,0,1,1,1,24.7695
24095,"POTE SHAKE","UN ",3.7705,5.907,1,1,1,22.27234
24101,"FR ESPUMA 50ML COSMETO","UN ",5.7241,1.9051,1,1,1,10.90498
24192,"*AMOSTRA DE EMBALAGEM","UN ",0.01,5.7684,1,1,1,0.05768
24194,"FRASCO AMOSTRA 20G","UN ",1.8451,0,1,1,1,11.97772
24203,"*INAT FR PUMP BCO 30ML WT","UN ",4.173,0,1,1,1,24.07379
24204,"*INAT FR PUMP CRISTAL 30ML","UN ",3.74286,0,1,1,1,21.59233
24205,"*FR PUMP BCO 100ML","UN ",3.99238,0,1,1,1,23.0318
24206,"FR PUMP BCO 30ML","UN ",5.4459,0,1,1,1,35.35282
24207,"FR PUMP BCO 100ML","FR ",5.2653,0,1,1,1,25.1105
24208,"FR PUMP CRISTAL 30ML","FR ",5.0158,0,1,1,1,32.56077
24214,"TALQUEIRA 100G BCA OVAL","UN ",2.4991,1.8575,1,1,1,4.64208
24216,"*INAT CANULA 70MM","UN ",0.20758,0,1,1,1,1.19752
24225,"*FR PET RETANG BCO 30ML R18","UN ",0.34083,0,1,1,1,1.96623
24226,"*FR PET RETANG CRIST 30ML R18","UN ",0.34083,0,1,1,1,1.96623
24227,"*VALV R18 PUMP DOSADORA BCA","UN ",1.9132,4.2079,1,1,1,8.05055
24228,"*FR PET CILIN 60ML CRIST R18","UN ",0.42586,0,1,1,1,2.45676
24229,"*INAT FR 30ML BCO PVC R18","UN ",0.27606,0,1,1,1,1.59257
24230,"FR SPRAY 30ML CRISTAL RETANG","UN ",2.038,0,1,1,1,13.22996
24231,"FR SPRAY 30ML BCO OVAL","UN ",1.6972,0,1,1,1,11.01761
24232,"FR SPRAY 60ML CRISTAL CILIND","UN ",2.1231,0,1,1,1,13.7824
24280,"BISNAGA PLASTICA 7G","UN ",1.0007,0,1,1,1,6.49618
24378,"*POTE PRETO LACRE OVULO 250G","UN ",1.8344,0,1,1,1,10.58254
24392,"*INAT FR VIDRO REAGENTE 250ML","UN ",19.7094,0,1,1,1,113.70235
24393,"*INAT FR VIDRO REAGENTE 100ML","UN ",18.6501,0,1,1,1,107.59131
24428,"*INAT POTE LAB TRITURAD 400ML","UN ",14.98,0,1,1,1,86.41872
24429,"*INAT POTE LAB TRITURAD 700ML","UN ",16.05,0,1,1,1,92.59149
24431,"*INAT FORMA DESCART OVULO","UN ",0.2247,0,1,1,1,1.29628
24432,"*FORMA DESCART SUPOSITORIO AD","UN ",0.3451,4.6137,1,1,1,1.59219
24511,"FR PET XAROPE 250ML","UN ",2.739,0,1,1,1,17.7806
24512,"FR PET XAROPE 500ML","UN ",3.0182,0,1,1,1,19.59307
24513,"FR PET XAROPE 1000ML","UN ",3.4503,0,1,1,1,22.39811
24525,"*FR PET 150ML R38 AMBAR","UN ",0.885,0,1,1,1,5.10551
24561,"*FR PET 200ML R38 AMBAR","UN ",1.288,4.7544,1,1,1,6.12367
24568,"*SACO PLASTICO","UN ",0.107,14.4291,1,1,1,1.54391
24571,"SACO PLASTICO","UN ",1.3219,9.2959,1,1,1,12.28825
24669,"*TAMPA LACRE PRETA 500/1000ML","UN ",0.65698,0,1,1,1,3.79008
24712,"BLISTER 10 CAP","UN ",152.2079,0,1,1,1,988.07889
24839,"*SABONETEIRA PET BCA 250ML","UN ",0.96214,0,1,1,1,5.55053
24840,"*VALV SAB PET BRANCA 250ML","UN ",1.391,0,1,1,1,8.0246
24847,"FR SABONETEIRA PET BCA 250","FR ",3.626,0,1,1,1,23.53869
24905,"*SERINGA 5ML BICO LUER BD","UN ",0.2247,0,1,1,1,1.29628
24907,"*AGULHA 13X0,3 BD DESCARTAVEL","UN ",0.34,6.436,1,1,1,2.18824
24908,"*AGULHA DESC. 13X 0,45 BD","UN ",0.1819,0,1,1,1,1.04937
25123,"*INAT BLISTER CRST TRIPLO PAST","UN ",0.09,5.4484,1,1,1,0.49036
25338,"*CX SERINGA 19X7,5X4CM","UN ",2.2333,2.7253,1,1,1,6.08641
25355,"POTE CREME  10G","UN ",0.2106,0,1,1,1,0.7371
25389,"*INAT FR ROLLON 10ML TP DOURAD","UN ",2.782,0,1,1,1,16.04919
25559,"*POTE 100G PRETO MP","UN ",1.0235,3.8132,1,1,1,3.90281
25635,"*INAT FR OVAL BRANCO PVC 20ML","UN ",0.2675,0,1,1,1,1.54319
25636,"*FR ROLLON BRANCO 15ML TP BCA","UN ",0.683,0,1,1,1,3.94019
25637,"*FR ROLLON BCA 70ML TP BCA","UN ",0.94695,0,1,1,1,5.4629
25638,"*INAT FR ROLLON NAT 70ML TP/BC","UN ",0.51007,0,1,1,1,2.94256
25805,"*INAT FR ROLLON 10ML BRANCO","UN ",0.50076,0,1,1,1,2.88885
25825,"*INAT FR PUMP 30ML AMBAR","UN ",3.0281,0,1,1,1,17.46893
25826,"FR PUMP 30ML AMBAR","UN ",3.7056,0,1,1,1,24.05542
25864,"*FR PET CILIN 60ML BRANCO SPRA","UN ",1.03041,0,1,1,1,5.94437
25878,"*POTE GOMA C/TAMPA","UN ",0.20202,0,1,1,1,1.16544
25919,"*SACO PRATA 140MZ","UN ",0.4797,5.3673,1,1,1,2.57469
25920,"*SACO PRATA 190MZ","UN ",0.8009,5.3678,1,1,1,4.29907
25950,"*POTE 50G PRETO MP","UN ",0.38,0,1,1,1,2.1922
25952,"EMB TRANSD SERINGA 90ML","UN ",22.1036,4.1032,1,1,1,90.695
25953,"SACO SHAKE","UN ",2.6591,0,1,1,1,17.26192
25954,"SACO SHAKE PEQUENO","UN ",2.3602,0,1,1,1,15.32157
25955,"FR ROLLON 10ML","UN ",1.235,0,1,1,1,8.01718
25956,"FR ROLLON 15ML","UN ",1.9559,0,1,1,1,12.697
25957,"FR ROLLON 70ML","UN ",1.6812,0,1,1,1,10.91375
26035,"*POTE 2500ML PRETO MP 120MM","UN ",3.9376,0,1,1,1,22.71578
26036,"*POTE 3800ML PRETO MP 120MM","UN ",4.6115,5.1842,1,1,1,23.90694
26038,"*BISN ALUMINIO 15G PRATA/BCA","UN ",0.825,4.438,1,1,1,3.66135
26040,"*BISN ALUMINIO 30G PRATA/BCA","UN ",0.9052,4.938,1,1,1,4.46988
26041,"*BISN ALUMINIO 120G PRATA/BCA","UN ",1.51335,6.1361,1,1,1,9.28607
26131,"*INAT FR PET R28 30ML","UN ",0.35738,0,1,1,1,2.0617
26132,"*INAT FR BORRIFADOR 500ML BCO","UN ",2.45,3.5778,1,1,1,8.76561
26133,"*INAT FR ROLLON NAT 15ML TP/BC","UN ",0.50932,0,1,1,1,2.93824
26134,"*POTE CREME BCO 350G","UN ",2.343,0,1,1,1,13.51663
26135,"*INAT VALV 28/410 GATILHO BCA","UN ",2.8248,0,1,1,1,16.2961
26176,"*INAT FR PUMP 50ML BCO","UN ",3.0816,0,1,1,1,17.77757
26178,"FR PUMP 50ML BCO","UN ",3.8158,0,1,1,1,24.7708
26180,"*FR PET CILIND 60ML CRIST R20","UN ",0.44405,0,1,1,1,2.5617
26181,"*FR PET AMBAR 120ML R28","UN ",0.59706,0,1,1,1,3.4444
26182,"*INAT FR PVC 30ML BCO AMOST","UN ",0.27606,0,1,1,1,1.59257
26183,"*FR PVC 40ML BCO SEXTAVADO","UN ",0.43228,0,1,1,1,2.4938
26184,"*TAMPA AL OURO 20MM","UN ",0.23005,0,1,1,1,1.32714
26185,"*TAMPA FLIP-TOP OURO R18","UN ",0.61,0,1,1,1,3.51905
26186,"*VALVULA R24 OURO P/ SABON","UN ",1.177,0,1,1,1,6.79004
26187,"FR SABONET 120ML AMBAR/DOUR","UN ",2.4516,0,1,1,1,15.9149
26188,"FR PET CILIND CRIST 60ML - AL","UN ",1.3516,0,1,1,1,6.4459
26191,"FR PVC BCO 30ML/FLIPTOP OURO","UN ",1.5636,0,1,1,1,10.15033
26192,"FR PVC 40ML BCO/FLIPTOP OURO","UN ",1.7198,0,1,1,1,11.16432
26226,"*INAT FR LAB PUMP 2L 30ML","UN ",43.1745,0,1,1,1,249.0711
26235,"*FR ESPUMANTE 150ML BCO","UN ",5.882,0,1,1,1,33.93291
26236,"*FR ESPUMANTE 50ML BCO","UN ",5.356,0,1,1,1,30.89844
26237,"*POTE CREME LEVAL BCO 500G","UN ",2.521,4.0047,1,1,1,10.09585
26243,"FR ESPUMA 150ML COSMETO","UN ",6.1468,7.0266,1,1,1,43.1911
26250,"POTE PASTILHAS 0,53G","UN ",1.779,19.7613,1,1,1,35.1554
26268,"VD 150ML C/CONTA GOTAS","UN ",0.27935,0,1,1,1,0.97773
26369,"*FR PUMP GEL TRANSD 15ML","UN ",4.761,4.2329,1,1,1,20.15284
26370,"*FR PUMP 30ML 3JATO GEL TRANSD","UN ",6.0585,3.8826,1,1,1,23.52273
26379,"EMB TRANSD 3JATOS  PUMP 15ML","UN ",6.9572,4.258,1,1,1,29.62376
26380,"EMB TRANSD 3 JATOS PUMP 30ML","UN ",7.3007,4.258,1,1,1,31.08638
26450,"EMB TRANSD 3JATOS PUMP 60ML","UN ",12.4105,4.7661,1,1,1,59.14968
26452,"EMB TRANSD 3JATOS PUMP 90ML","UN ",17.5685,4.959,1,1,1,87.12219
26480,"*INAT FR PUMP ABSOLUT 15ML BCO","UN ",3.21,0,1,1,1,18.5183
26481,"*INAT FR PUMP ABSOLUT BCO 30ML","UN ",3.531,0,1,1,1,20.37013
26482,"*FR PUMP ABSOLUT BCO 50ML","UN ",4.066,0,1,1,1,23.45651
26483,"*INAT FR PUMP ABSOLUT 100ML BC","UN ",5.243,0,1,1,1,30.24655
26496,"*COLETOR PERFUROCORTANTE 7L","UN ",6.746,5.5337,1,1,1,37.33034
26522,"*INAT FR PLAST PULVERIZ 550ML","UN ",3.1565,0,1,1,1,18.20966
26538,"*FR PVC 310ML AMBAR 52MM","UN ",2.5111,3.6758,1,1,1,9.2303
26539,"*FR PVC 500ML AMBAR 52MM","UN ",3.3309,3.3773,1,1,1,11.24945
26540,"*POTE PET 2500ML FUME 115MM","UN ",4.9284,5.0919,1,1,1,25.09492
26541,"*POTE PET 3800ML FUME 115MM","UN ",4.984,4.7456,1,1,1,23.65207
26549,"FR PUMP DERMATO 100ML","UN ",5.9205,0,1,1,1,38.43375
26550,"FR PUMP DERMATO 30ML","UN ",4.2085,0,1,1,1,27.32007
26551,"FR PUMP DERMATO 50ML","UN ",4.7435,0,1,1,1,30.79309
26552,"FR PUMP DERMATO 15ML","UN ",3.8875,0,1,1,1,18.5397
26683,"*TARJA PROGESTERONA GEL TRANSD","UN ",0.036,2.572,1,1,1,0.09259
26684,"*TARJA ESTRADIOL GEL TRANSD","UN ",0.036,2.572,1,1,1,0.09259
26685,"*TARJA ESTRIOL GEL TRANSD","UN ",0.0642,0,1,1,1,0.37037
26686,"*TARJA TESTOSTERONA GEL TRANSD","UN ",0.036,2.572,1,1,1,0.09259
26692,"POTE SHAKE 1-2KG","UN ",5.3238,0,1,1,1,34.56019
26699,"*FR PVC 750ML AMBAR 60MM","UN ",3.512,3.7124,1,1,1,13.03795
26723,"POTE OVULOS 30DS","UN ",3.1321,8.8141,1,1,1,27.60664
26725,"POTE COMPRIMIDOS","UN ",1.444,7.5522,1,1,1,10.90538
26726,"POTE 30 GOMAS-14,52G","UN ",2.7559,12.8091,1,1,1,35.3006
26727,"POTE 60 GOMAS-14,52G","UN ",2.9164,18.4969,1,1,1,53.9444
26741,"BISN.VAGINAL C/ 01 APLIC 5G","UN ",2.5594,4.3782,1,1,1,11.20557
26742,"*COLHER MEDIDA 50ML CABO CURTO","UN ",0.818,0,1,1,1,4.71899
26743,"*INAT COLHER MEDIDA 20G GRAD","UN ",0.25316,0,1,1,1,1.46046
26820,"*INAT FR PUMP BCO 50ML WT","UN ",4.173,0,1,1,1,24.07379
26852,"VD  30 ML C/ RAKET","UN ",0.271,0,1,1,1,0.9485
26875,"*GELO GEL SACHE 6X3CM","UN ",0.32581,0,1,1,1,1.87958
26908,"*BISN ALUMINIO 60G PRATA/BCA","UN ",1.078,5.5157,1,1,1,5.94592
26924,"*DOSADOR ORAL 3ML","UN ",0.627,0,1,1,1,3.61713
26925,"*FR PET 40ML R28 AMBAR","UN ",0.47957,0,1,1,1,2.76661
27092,"EMB TRANSD 3JATOS PUMP 120ML","UN ",25.5797,4.9236,1,1,1,125.94421
27144,"*INAT OCTAGONO PEQUENO","UN ",66.6075,0,1,1,1,384.25467
27145,"*INAT OCTAGONO GRANDE","UN ",66.6075,0,1,1,1,384.25467
27175,"*FILTRO AR GDE 480X480X50MM","UN ",6.99,0,1,1,1,40.32489
27177,"*ADAPT DOS ORAL R28 22MM","UN ",0.18,5.7208,1,1,1,1.02974
27182,"*FR ESPUMADOR 60ML EMPHASYS","UN ",4.066,0,1,1,1,23.45651
27183,"*FR ESPUMADOR 150ML EMPHASYS","UN ",5.243,0,1,1,1,30.24655
27191,"FR ESPUMA 150ML","UN ",6.5159,4.4438,1,1,1,28.95536
27192,"FR ESPUMA 50ML","UN ",5.33888,7.5347,1,1,1,40.22686
27331,"*FR PET R18 15ML AMBAR","UN ",0.24289,0,1,1,1,1.40122
27332,"*FR PET 30ML R18 AMBAR","UN ",0.335,5.7397,1,1,1,1.9228
27333,"*TP R18 FURADA LACRE PRETA","UN ",0.3542,0,1,1,1,2.04336
27334,"*INAT BULBO PRETO","UN ",0.21,0,1,1,1,1.21148
27359,"*INAT TP R18 BCA DISC D.UNICA","UN ",0.14552,0,1,1,1,0.8395
27405,"*DOSADOR ORAL 5ML C/ADAPT.22MM","UN ",0.783,0,1,1,1,4.51708
27407,"*DOSADOR ORAL 3ML C/ADAPT.22MM","UN ",0.64,5.4011,1,1,1,3.4567
27408,"*DOSADOR ORAL 10ML C/ADAP.22MM","UN ",0.814,0,1,1,1,4.69592
27410,"*ESTOJO P/BATON BCO","UN ",1.0665,3.4727,1,1,1,3.70363
27411,"*INAT FR PVC OVAL BCO 15ML","UN ",0.27285,0,1,1,1,1.57406
27412,"*FR PVC OVAL BCO 30ML","UN ",0.27606,0,1,1,1,1.59257
27413,"*FR PVC OVAL BCO 60ML","UN ",0.4752,5.1699,1,1,1,2.45674
27414,"*VALV 18 VAP.SUBL/NASAL ASTE ","UN ",1.4445,0,1,1,1,8.33323
27422,"FR PET XAROPE 40ML","UN ",2.4591,0,1,1,1,15.96359
27423,"FR CTA GOTAS P/IODO 30ML","UN ",1.9832,7.412,1,1,1,14.69948
27424,"FR CTA GOTAS P/IODO 20ML","UN ",4.8034,2.5889,1,1,1,12.43571
27425,"FR P/SOL SUBLINGUAL 30ML ASTE","UN ",4.3481,3.9952,1,1,1,17.37153
27426,"FR P/SOL SUBLINGUAL 60ML ASTE","UN ",3.0299,0,1,1,1,19.66902
27462,"*CXSEDEX MEDIA29,5X22,5X11,5CM","UN ",2.6381,5.0229,1,1,1,13.25091
27503,"POTE 30 PACKS","UN ",8.61265,8.0556,1,1,1,69.38006
27504,"POTE 60 PACKS","UN ",17.22529,5.724,1,1,1,98.59756
27511,"*COPO MEDIDOR 15ML","UN ",0.1208,5.7308,1,1,1,0.69228
27550,"*INAT FR PRETO 1000ML MP","UN ",0,0,1,1,1,0
27551,"*TP R28 FECHADA LACRE PRETA","UN ",0.12626,0,1,1,1,0.72839
27552,"*INAT TP BISN/30 ROSA FLIPTOP","UN ",0.214,0,1,1,1,1.23455
27615,"*INAT ESTOJO STICK PROT LABIAL","UN ",1.06251,0,1,1,1,6.12956
27616,"*INAT FR BATON PRETA TP CRIST","UN ",0.57673,0,1,1,1,3.32712
27660,"*INAT LATA P/ CD ESSENTIA","UN ",2.6429,0,1,1,1,15.24673
27681,"*INAT VALV NASAL R18 SEM HASTE","UN ",1.66171,0,1,1,1,9.58631
27682,"*BISN PLAST 15G BCA BICO APLIC","UN ",1.5,0,1,1,1,8.65341
27688,"*INAT BLISTER AMBAR TRIPLO 3/4","UN ",0.154,0,1,1,1,0.88842
27690,"*COLHER ELTEX 5ML GRADUADA","UN ",0.3278,2.6399,1,1,1,0.86536
27693,"*FR PUMP 30ML 1JATO GEL TRANSD","UN ",4.4405,5.3139,1,1,1,23.59637
27694,"EMB TRANSD 1JT 30DS PUMP","UN ",6.1125,5.73,1,1,1,35.02463
27699,"EMB TRANSD 1JT 60DS PUMP","UN ",12.2249,5.433,1,1,1,66.41788
27701,"EMB TRANSD 1JT 90DS PUMP","UN ",15.9853,5.5283,1,1,1,88.37153
27702,"EMB TRANSD 1JT 120DS PUM","UN ",23.4857,5.125,1,1,1,120.36421
27703,"*INAT SABON PET QUAD 350ML CAL","UN ",2.6001,0,1,1,1,14.99982
27705,"FR CALDA CACAU 300ML BISNAG","UN ",4.0946,5.3445,1,1,1,21.88359
27744,"BISNAGA PLAST AREA OLHOS 15G","UN ",1.85574,0,1,1,1,12.0468
27759,"*FR ADOCANTE BCO 30ML","UN ",0.6099,0,1,1,1,3.51848
27760,"*INAT BLISTER AMBAR DUPLO 00/0","UN ",0.162,0,1,1,1,0.93457
27762,"FR ADOCANTE 30ML","UN ",1.7694,0,1,1,1,11.48631
27766,"*FR 60ML CONTA-GOTAS","UN ",0.48899,0,1,1,1,2.82095
27767,"*FR 120ML CONTA GOTAS","UN ",0.73616,0,1,1,1,4.24686
27808,"POTE 120 GOMAS-14,52G","UN ",10.9414,8.62,1,1,1,94.31487
27860,"*SACHE CARVAO 1G","UN ",0.195,5.0293,1,1,1,0.98071
27866,"*INAT FR PET R24 300ML CHARME","UN ",1.20375,0,1,1,1,6.94436
27898,"*BATOQUE CARTOLA R18","UN ",0.095,6.4436,1,1,1,0.61214
27910,"*INAT SACOLA METAL GDE 280","UN ",1.0799,5.5425,1,1,1,5.98535
27916,"*CX SEDEX PEQ 20X145X9,4CM","UN ",2.7953,3.4936,1,1,1,9.76566
27924,"*INAT FOLHETO PUMP 1JATO","UN ",0.20865,0,1,1,1,1.20369
27986,"*INAT CX PAP SEDEX 33X27X14CM","UN ",0,0,1,1,1,0
28001,"*CX BLISTER GDE NÃO USAR","UN ",1.121,0,1,1,1,6.46698
28079,"*MINI BULA DOSE CAPSULA","UN ",0.64,3.9662,1,1,1,2.53837
28115,"POTE 90 PACKS","UN ",21.2594,5.2315,1,1,1,111.21855
28131,"EMB TRANSD SERINGA 120ML","UN ",28.3659,3.9956,1,1,1,113.34
28208,"*ETIQ HCG 125UI CAPS 30X10MMX2","UN ",43,5.3115,1,1,1,228.3945
28237,"*TAMPA POTE CR LEVAL BCO 350G","UN ",0.443,5.2531,1,1,1,2.32712
28279,"*INAT CANULA VIDRO 85MM","UN ",0.1391,0,1,1,1,0.80246
28312,"*CX SEDEX GDE 33X27X14CM","UN ",9.2931,2.4994,1,1,1,23.22717
28324,"*INAT SABON PET CIL R28 BCA 1L","UN ",2.00946,0,1,1,1,11.59245
28325,"*INAT VALV R28 SAB BCA PET 1L","UN ",1.177,0,1,1,1,6.79004
28352,"*ETIQ T3 6MCG 30X10MMX2","UN ",41.73,0,1,1,1,240.73787
28362,"*ETIQ VENDA PRES RECEITA 40X10","UN ",0.107,0,1,1,1,0.61728
28406,"POTE 120 PACKS","UN ",29.8634,5.4252,1,1,1,162.01492
28407,"POTE 180 SACHES","UN ",64.1707,1.5965,1,1,1,102.44852
28408,"POTE 90 GOMAS-14,52G","UN ",3.8002,20.7163,1,1,1,78.72608
28412,"*INAT SACO AL TRAPOUCH 210MZ","UN ",0.8433,0,1,1,1,4.86495
28430,"*FILTRO AR PEQ 295X295X50","UN ",18,0,1,1,1,103.84092
28431,"POTE 15 GOMAS-14,52G","UN ",2.6757,8.5861,1,1,1,22.97383
28434,"*FR AP3 30ML DIRECT JATO BCO","UN ",5.4103,4.4678,1,1,1,24.17214
28529,"*CX ISOPOR 2 LITROS","UN ",8.5511,2.4651,1,1,1,21.07932
28583,"POTE ADOÇANTE SACHES","UN ",13.0586,3.3468,1,1,1,43.70452
28613,"*CX ISOPOR 500G","UN ",3.5546,3.1972,1,1,1,11.36477
28617,"*TAMPA BCA R18 FECHADA C/DISCO","UN ",0.201,0,1,1,1,1.15956
28756,"*CX ISOPOR 250G","UN ",2.3698,3.6846,1,1,1,8.73177
28758,"*INFORMATIVO PACKS","UN ",1.08,2.0298,1,1,1,2.19218
28778,"*SAB CIL ELEGANCE BCA 350ML","UN ",5.5302,0,1,1,1,31.90339
28783,"*TP FR PVC 310/500ML AMBAR PRT","UN ",0.5885,4.426,1,1,1,2.6047
28877,"EMBALAGEM REVENDA","UN ",0,0,1,1,1,1
28882,"POTE XILITOL ADOÇANTE 500G","UN ",1.07,7.412,1,1,1,7.93084
28987,"POTE 30 BARRA CHOCOLATE","UN ",4.3249,9.0132,1,1,1,38.98119
29008,"POTE 15 BARRA CHOCOLATE","UN ",4.1984,5.3453,1,1,1,22.44171
29038,"*VD R24 60ML AMBAR","UN ",1.2306,0,1,1,1,7.09926
29040,"VD  60ML C/CONTA GOTAS","UN ",0.302,0,1,1,1,1.057
29049,"*ALUMINIO BLISTER QUINTUPLO","UN ",0.073,0,1,1,1,0.42113
29050,"*BLISTER GOMA/BARRA QUINTU.C/2","UN ",0.0535,0,1,1,1,0.30864
29052,"POTE 12 BARRA CHOCOLATE","UN ",9.17525,0,1,1,1,59.56242
29054,"POTE 60 BARRA CHOCOLATE","UN ",6.1574,10.2455,1,1,1,63.08564
29055,"POTE 90 BARRA CHOCOLATE","UN ",7.9899,10.6163,1,1,1,84.82318
29056,"POTE 120 BARRA CHOCOLATE","UN ",9.8224,10.8664,1,1,1,106.73413
29088,"POTE CAPS 310ML","UN ",2.9458,7.4269,1,1,1,21.87816
29162,"POTE CAPS 150ML","UN ",2.47373,6.2336,1,1,1,15.42024
29183,"*TAMPA FRASCO BR 500/1000ML","UN ",0,0,1,1,1,0
29184,"*TAMPA LACRE BRANCA R24","UN ",0.11,0,1,1,1,0.63458
29198,"*SACOLA METALIZADA 280(160+20)","UN ",1.27,3.7623,1,1,1,4.77812
29227,"*FORMA SUPOSITORIO INFANTIL","UN ",0.3972,4.9992,1,1,1,1.98568
29291,"*INAT POTE CR LUMINA 50G BR","UN ",8.6324,0,1,1,1,49.7998
29292,"*INAT POTE CR LUMINA 50G BR","UN ",8.6324,0,1,1,1,39.10805
29323,"POTE ADOÇANTE ESSENTI-200-300G","UN ",4.725,4.1528,1,1,1,19.62198
29390,"*TP FR PVC 750ML AMBAR PRETA","UN ",0.7847,4.3228,1,1,1,3.3921
29391,"*TAMPA ROSCA BCA BISN/15G","UN ",0.33,0,1,1,1,1.90375
29392,"*TAMPA ROSCA BCA BISN/30G","UN ",0.273,0,1,1,1,1.57492
29393,"*INAT VALVULA SPRAY 24/415 BCA","UN ",0.9,0,1,1,1,5.19205
29394,"*CX ISOPOR 1KG","UN ",4.7533,2.8522,1,1,1,13.55736
29409,"*INAT BLISTER CRIST TRIPLO 1/2","UN ",0.1177,0,1,1,1,0.679
29410,"*BLISTER AMBAR TRIPLO 1/2","UN ",0.154,0,1,1,1,0.88842
29412,"*POTE CREME BCO LEVAL 350G","UN ",2.207,3.1605,1,1,1,6.97522
29413,"*ROTULO LACRE HOLOG 90X10MM","UN ",0.076,4.7061,1,1,1,0.35766
29414,"*INAT FILTRO BPL 420X490X20MM","UN ",25.43,0,1,1,1,146.70414
29419,"*PAPEL CRISTAL 50X50CM 70G","UN ",329,3.2089,1,1,1,1055.7281
29420,"*INATIVO CX DE ISOPOR 5KG","UN ",4.6,5.5432,1,1,1,25.49872
29424,"*VD R24 200ML AMBAR","UN ",1.3204,0,1,1,1,7.61731
29425,"*VD R24 150ML AMBAR","UN ",1.9772,4.2073,1,1,1,8.31867
29443,"*ALGODAO 500G P/ CAPS CREMER","UN ",23.1,6.1294,1,1,1,141.58914
